392.100006104,0.848230004311,-3.0,2.21827936172,-1.40076,-0.005,C,-0.05,10,
392.100006104,0.848230004311,-3.0,2.21827936172,-1.40076,-0.005,C,-0.05,10,
392.100006104,0.848230004311,-3.0,2.21827936172,-1.40076,-0.005,C,-0.05,10,
392.100006104,0.848230004311,-3.0,2.21827936172,-1.40076,-0.005,C,-0.05,10,
392.100006104,0.848230004311,-3.0,2.21827936172,-1.40076,-0.005,C,-0.05,10,
392.100006104,0.848230004311,-3.0,2.21827936172,-1.40076,-0.005,C,-0.05,10,
559.452392578,0.835680246353,-9.29629611969,2.19114232063,-1.9805616,0.015,C,0.15,10,
559.452392578,0.835680246353,-9.29629611969,2.19114232063,-1.9805616,0.015,C,0.15,10,
559.452392578,0.835680246353,-9.29629611969,2.19114232063,-1.9805616,0.015,C,0.15,10,
559.452392578,0.835680246353,-9.29629611969,2.19114232063,-1.9805616,0.015,C,0.15,10,
392.0,0.847454309464,-2.625,2.20609617233,-1.4017536,0.001,C,0.01,10,
392.0,0.847454309464,-2.625,2.20609617233,-1.4017536,0.001,C,0.01,10,
392.0,0.847454309464,-2.625,2.20609617233,-1.4017536,0.001,C,0.01,10,
392.0,0.847454309464,-2.625,2.20609617233,-1.4017536,0.001,C,0.01,10,
392.0,0.847454309464,-2.625,2.20609617233,-1.4017536,0.001,C,0.01,10,
392.799987793,0.848230004311,-13.8387098312,2.23458433151,-1.3642632,-0.013,C,-0.13,10,
392.799987793,0.848230004311,-13.8387098312,2.23458433151,-1.3642632,-0.013,C,-0.13,10,
392.799987793,0.848230004311,-13.8387098312,2.23458433151,-1.3642632,-0.013,C,-0.13,10,
496.142852783,0.841498017311,-23.9754104614,2.21785569191,-1.6998048,-0.001,C,-0.01,10,
496.142852783,0.841498017311,-23.9754104614,2.21785569191,-1.6998048,-0.001,C,-0.01,10,
496.142852783,0.841498017311,-23.9754104614,2.21785569191,-1.6998048,-0.001,C,-0.01,10,
496.142852783,0.841498017311,-23.9754104614,2.21785569191,-1.6998048,-0.001,C,-0.01,10,
496.142852783,0.841498017311,-23.9754104614,2.21785569191,-1.6998048,-0.001,C,-0.01,10,
496.142852783,0.841498017311,-23.9754104614,2.21785569191,-1.6998048,-0.001,C,-0.01,10,
427.166656494,0.85230243206,-10.0416669846,2.206387043,-1.5016464,-0.001,C,-0.01,10,
427.166656494,0.85230243206,-10.0416669846,2.206387043,-1.5016464,-0.001,C,-0.01,10,
427.166656494,0.85230243206,-10.0416669846,2.206387043,-1.5016464,-0.001,C,-0.01,10,
427.166656494,0.85230243206,-10.0416669846,2.206387043,-1.5016464,-0.001,C,-0.01,10,
427.166656494,0.85230243206,-10.0416669846,2.206387043,-1.5016464,-0.001,C,-0.01,10,
