C,[  -5.62774941 1636.06017762],[  0.20580106 187.42101343],-5.627749409267424,1636.0601776202338,0.20580106060261036,187.42101343139456,[205 480 239 288],[1421  480  488  288],3.1645331382751465,205,480,239,288,1421,480,488,288
C,[  -27.04185907 12711.89157047],[  0.27041434 153.69237725],-27.041859066859313,12711.891570466702,0.27041434426112515,153.69237724835335,[452 480 459 288],[1206  480  496  288],3.942913770675659,452,480,459,288,1206,480,496,288
C,[ -10.10700052 4064.10075546],[  0.21121057 185.77236335],-10.107000520775928,4064.1007554626112,0.21121056949505412,185.77236334704781,[354 480 373 288],[1393  480  484  288],4.426821708679199,354,480,373,288,1393,480,484,288
C,[  -31.84592509 15188.49297948],[  0.24185675 165.64629541],-31.845925089404243,15188.492979484743,0.2418567505738469,165.64629541387185,[461 480 467 288],[1299  480  505  288],4.618970155715942,461,480,467,288,1299,480,505,288
C,[  -35.34254372 16516.33993641],[  0.21201966 185.14427191],-35.34254372019341,16516.3399364083,0.2120196606413028,185.14427190557507,[453 480 459 288],[1390  480  485  288],4.811772584915161,453,480,459,288,1390,480,485,288
C,[ -14.57863197 6648.26084762],[  0.19823812 190.3840937 ],-14.578631969242926,6648.260847623895,0.19823812311719227,190.3840936984555,[423 480 436 288],[1460  480  492  288],5.014019727706909,423,480,436,288,1460,480,492,288
C,[ -15.47413043 6881.21369565],[    7.22226868 -3163.01618824],-15.474130434782785,6881.213695652286,7.222268683998521,-3163.0161882448942,[413 480 426 288],[504 480 477 288],5.215816020965576,413,480,426,288,504,480,477,288
C,[ -17.58451831 8303.95738288],[  0.19422661 192.45766178],-17.58451830740689,8303.957382881883,0.19422661406853203,192.45766177996938,[444 480 455 288],[1480  480  491  288],5.3973634243011475,444,480,455,288,1480,480,491,288
C,[  -22.25010047 10448.40300512],[  0.20095022 181.59778585],-22.250100474973003,10448.403005115311,0.20095021534015445,181.59778585023682,[448 480 456 288],[1484  480  529  288],5.580603837966919,448,480,456,288,1484,480,529,288
C,[ -18.21386652 8666.84580572],[  0.23199217 182.6894539 ],-18.21386651741366,8666.84580571996,0.2319921674470559,182.68945390182597,[449 480 460 288],[1281  480  453  288],5.76672101020813,449,480,460,288,1281,480,453,288
