,direction,leftFitAverage,rightFitAverage,leftLine,rigthLine,time(s),leftX1,leftY1,leftX2,leftY2,rightX1,rightY1,rightX2,rightX2
28,C,[  -8.24020853 2700.39379311],[    4.26851045 -1540.71222834],[269 480 292 288],[473 480 428 288],6.750939607620239,269,480,292,288,473,480,428,288
29,C,[  -6.55306578 2253.76041601],[    4.55344138 -1653.31415038],[270 480 299 288],[468 480 426 288],6.892512798309326,270,480,299,288,468,480,426,288
30,C,[  -5.92389897 2023.24794136],[    3.74923721 -1312.81683888],[260 480 292 288],[478 480 426 288],7.011411666870117,260,480,292,288,478,480,426,288
31,C,[  -6.95283105 2497.27160891],[    4.46958802 -1632.94482787],[290 480 317 288],[472 480 429 288],7.137064456939697,290,480,317,288,472,480,429,288
32,C,[  -6.90215569 2480.54792142],[    4.932839   -1814.57792961],[289 480 317 288],[465 480 426 288],7.268293619155884,289,480,317,288,465,480,426,288
33,C,[  -8.95201384 2880.07799317],[    5.43571222 -2080.9253371 ],[268 480 289 288],[471 480 435 288],7.3858277797698975,268,480,289,288,471,480,435,288
34,C,[  -7.65685181 2602.70257494],[    5.76725436 -2191.12175938],[277 480 302 288],[463 480 429 288],7.514195680618286,277,480,302,288,463,480,429,288
35,C,[  -5.37474585 1914.9160513 ],[    8.39918062 -3340.3534829 ],[266 480 302 288],[454 480 431 288],7.643503427505493,266,480,302,288,454,480,431,288
36,C,[  -7.05280966 2407.74281412],[    4.50521636 -1622.5538837 ],[273 480 300 288],[466 480 424 288],7.783024072647095,273,480,300,288,466,480,424,288
37,C,[  -5.67998691 1995.69125287],[    8.0352557  -3177.57256039],[266 480 300 288],[455 480 431 288],7.894604206085205,266,480,300,288,455,480,431,288
38,C,[  -7.69708619 2592.77810762],[    4.50756751 -1619.14295141],[274 480 299 288],[465 480 423 288],8.020214080810547,274,480,299,288,465,480,423,288
39,C,[  -8.8330396 2593.6638435],[    4.3367916  -1568.35150104],[239 480 261 288],[472 480 428 288],8.153870582580566,239,480,261,288,472,480,428,288
40,C,[  -7.07581633 2418.50628127],[    4.52691379 -1663.15601836],[273 480 301 288],[473 480 431 288],8.280977487564087,273,480,301,288,473,480,431,288
41,C,[  -6.04932206 2101.01005879],[    4.82973068 -1769.79153416],[267 480 299 288],[465 480 426 288],8.410661697387695,267,480,299,288,465,480,426,288
42,C,[  -7.94131809 3080.05694132],[    6.02982279 -2297.25504254],[327 480 351 288],[460 480 428 288],8.54374384880066,327,480,351,288,460,480,428,288
43,C,[  -7.06115599 2406.96417264],[   2.82225202 -886.19306435],[272 480 300 288],[484 480 416 288],8.685330867767334,272,480,300,288,484,480,416,288
44,C,[  -7.07141411 2424.98536974],[    5.97555043 -2280.32739055],[275 480 302 288],[461 480 429 288],8.824276447296143,275,480,302,288,461,480,429,288
45,C,[  -6.80694004 2252.93524673],[    4.66043896 -1690.96401133],[260 480 288 288],[465 480 424 288],8.95737338066101,260,480,288,288,465,480,424,288
46,C,[  -4.54112601 1651.85671287],[    5.47164382 -2056.47945691],[258 480 300 288],[463 480 428 288],9.098226308822632,258,480,300,288,463,480,428,288
47,C,[  -5.50929599 1899.86535477],[    5.18641787 -1947.39467797],[257 480 292 288],[468 480 431 288],9.227412700653076,257,480,292,288,468,480,431,288
48,C,[  -7.09005682 2420.60966687],[    4.92144791 -1813.6045459 ],[273 480 300 288],[466 480 427 288],9.356913805007935,273,480,300,288,466,480,427,288
49,C,[  -7.07873249 2419.41418998],[    6.15763137 -2366.50153306],[273 480 301 288],[462 480 431 288],9.484161615371704,273,480,301,288,462,480,431,288
50,C,[  -7.05190312 2395.57338416],[    5.07470062 -1901.97022027],[271 480 298 288],[469 480 431 288],9.617005825042725,271,480,298,288,469,480,431,288
51,C,[  -9.38653199 3615.70914139],[    6.7933522  -2646.26625216],[334 480 354 288],[460 480 431 288],9.745725631713867,334,480,354,288,460,480,431,288
52,C,[  -7.75882861 2625.20904011],[    4.41042793 -1612.4546373 ],[276 480 301 288],[474 480 430 288],9.887356519699097,276,480,301,288,474,480,430,288
53,C,[  -6.82608156 2271.45558463],[    4.15679795 -1483.73633725],[262 480 290 288],[472 480 426 288],10.024753332138062,262,480,290,288,472,480,426,288
54,C,[  -6.05243884 2108.73715748],[    6.49411774 -2505.86045409],[269 480 300 288],[459 480 430 288],10.154972791671753,269,480,300,288,459,480,430,288
55,C,[  -5.65176981 1865.78395481],[    6.00133118 -2269.03164842],[245 480 279 288],[458 480 426 288],10.267127275466919,245,480,279,288,458,480,426,288
56,C,[  -9.03834532 3174.59157593],[    4.67921422 -1710.3555057 ],[298 480 319 288],[468 480 427 288],10.40031909942627,298,480,319,288,468,480,427,288
57,C,[  -8.51507464 2853.4512525 ],[    7.79672964 -3062.63204432],[278 480 301 288],[454 480 429 288],10.532493114471436,278,480,301,288,454,480,429,288
58,C,[  -7.6997624  2602.25876001],[    7.35086278 -2867.23233144],[275 480 300 288],[455 480 429 288],10.6452476978302,275,480,300,288,455,480,429,288
59,C,[  -6.45889564 2201.86240564],[    4.94089638 -1813.89352686],[266 480 296 288],[464 480 425 288],10.766055345535278,266,480,296,288,464,480,425,288
60,C,[  -7.48375915 2786.32326303],[    4.6250422  -1684.80354205],[308 480 333 288],[468 480 426 288],10.895366668701172,308,480,333,288,468,480,426,288
61,C,[  -8.12112745 2847.38981563],[    7.54323266 -2963.36932324],[291 480 315 288],[456 480 431 288],11.023197174072266,291,480,315,288,456,480,431,288
62,C,[  -5.29830233 1868.23851632],[    4.21899086 -1480.83608818],[262 480 298 288],[464 480 419 288],11.159456253051758,262,480,298,288,464,480,419,288
63,C,[  -8.46808222 2827.99968177],[    5.12542679 -1922.31540999],[277 480 299 288],[468 480 431 288],11.278042554855347,277,480,299,288,468,480,431,288
64,C,[  -8.21348353 2891.16864162],[    4.44437561 -1616.75523937],[293 480 316 288],[471 480 428 288],11.411716222763062,293,480,316,288,471,480,428,288
65,C,[  -7.42978482 2455.01858776],[    4.52348714 -1631.76931946],[265 480 291 288],[466 480 424 288],11.545989751815796,265,480,291,288,466,480,424,288
66,C,[  -6.58737727 2259.99252116],[    6.6872322  -2598.68171038],[270 480 299 288],[460 480 431 288],11.677381753921509,270,480,299,288,460,480,431,288
67,C,[  -6.559943  2259.7704008],[    4.95641358 -1806.15438731],[271 480 300 288],[461 480 422 288],11.80774474143982,271,480,300,288,461,480,422,288
68,C,[  -7.07309792 2416.58600068],[    5.50296525 -2078.63782401],[273 480 300 288],[464 480 430 288],11.950283527374268,273,480,300,288,464,480,430,288
69,C,[  -6.95137142 2496.01681558],[    5.83609938 -2217.19368633],[290 480 317 288],[462 480 429 288],12.077638864517212,290,480,317,288,462,480,429,288
70,C,[  -6.55057277 2255.10337061],[    7.32833563 -2872.10682637],[270 480 300 288],[457 480 431 288],12.205768585205078,270,480,300,288,457,480,431,288
71,C,[  -8.14317149 2643.91066061],[    5.16519153 -1923.88731136],[265 480 289 288],[465 480 428 288],12.337295293807983,265,480,289,288,465,480,428,288
72,C,[  -6.11428027 2118.03964764],[    4.97878222 -1833.45242962],[267 480 299 288],[464 480 426 288],12.471286535263062,267,480,299,288,464,480,426,288
73,C,[  -6.10536253 2125.32981434],[    4.30519468 -1560.25358025],[269 480 300 288],[473 480 429 288],12.595860004425049,269,480,300,288,473,480,429,288
74,C,[  -5.67096543 2002.22161333],[    5.35539927 -2014.93222846],[268 480 302 288],[465 480 430 288],12.735721111297607,268,480,302,288,465,480,430,288
75,C,[  -6.52298795 2231.12925947],[    7.77206813 -3022.12192095],[268 480 297 288],[450 480 425 288],12.858413457870483,268,480,297,288,450,480,425,288
76,C,[  -6.56643869 2267.27435085],[    5.34183739 -1990.69388233],[272 480 301 288],[462 480 426 288],12.987116813659668,272,480,301,288,462,480,426,288
77,C,[  -6.52687687 2253.88732026],[    4.01250808 -1441.04762371],[271 480 301 288],[478 480 430 288],13.138200998306274,271,480,301,288,478,480,430,288
78,C,[  -5.17907039 1815.43885871],[    4.59008425 -1665.42011351],[257 480 294 288],[467 480 425 288],13.27130126953125,257,480,294,288,467,480,425,288
79,C,[  -5.65205628 1991.19092453],[    5.86307413 -2218.18348049],[267 480 301 288],[460 480 427 288],13.391533851623535,267,480,301,288,460,480,427,288
80,C,[  -6.39985095 2156.74961167],[    4.97519927 -1839.94330755],[261 480 291 288],[466 480 427 288],13.532941579818726,261,480,291,288,466,480,427,288
81,C,[  -8.59571937 2500.60420426],[    5.06176404 -1876.98165369],[235 480 257 288],[465 480 427 288],13.657808542251587,235,480,257,288,465,480,427,288
82,C,[  -7.25138519 2815.8021896 ],[    7.76840711 -3038.25296005],[322 480 348 288],[452 480 428 288],13.773772954940796,322,480,348,288,452,480,428,288
83,C,[  -7.06155136 2413.72480004],[    5.71317643 -2169.8887488 ],[273 480 301 288],[463 480 430 288],13.896028757095337,273,480,301,288,463,480,430,288
84,C,[  -7.100952   2420.38171066],[    5.50294856 -2073.47953015],[273 480 300 288],[464 480 429 288],14.023092031478882,273,480,300,288,464,480,429,288
85,C,[  -6.34223686 2154.14528071],[    8.32902334 -3311.68896698],[263 480 294 288],[455 480 432 288],14.135470628738403,263,480,294,288,455,480,432,288
86,C,[  -6.56733583 2261.48914472],[    7.50619485 -2939.74540945],[271 480 300 288],[455 480 430 288],14.267036437988281,271,480,300,288,455,480,430,288
87,C,[  -7.07283134 2412.45760096],[    4.60698486 -1697.66066757],[273 480 300 288],[472 480 431 288],14.399938106536865,273,480,300,288,472,480,431,288
88,C,[  -6.93754043 2741.91079888],[    5.90205034 -2240.03529435],[326 480 353 288],[460 480 428 288],14.537373065948486,326,480,353,288,460,480,428,288
89,C,[  -7.64269116 2574.26585778],[    5.92105123 -2264.4272788 ],[274 480 299 288],[463 480 431 288],14.666045427322388,274,480,299,288,463,480,431,288
90,C,[  -7.49079782 2481.9029383 ],[    4.84098742 -1788.65062173],[267 480 292 288],[468 480 428 288],14.795012712478638,267,480,292,288,468,480,428,288
91,C,[  -6.14194169 2138.38389791],[    4.27312118 -1500.27705436],[270 480 301 288],[463 480 418 288],14.91729187965393,270,480,301,288,463,480,418,288
92,C,[  -6.05218297 2109.03158175],[    6.51437327 -2493.22046316],[269 480 300 288],[456 480 426 288],15.031543731689453,269,480,300,288,456,480,426,288
93,C,[  -6.98790849 2368.5174341 ],[    6.39709318 -2478.55737468],[270 480 297 288],[462 480 432 288],15.151681900024414,270,480,297,288,462,480,432,288
94,C,[  -8.48112441 2845.72845959],[    4.35778487 -1571.60323739],[278 480 301 288],[470 480 426 288],15.284125804901123,278,480,301,288,470,480,426,288
95,C,[  -6.0588636  2108.88208715],[    6.74032809 -2595.60519739],[268 480 300 288],[456 480 427 288],15.428554773330688,268,480,300,288,456,480,427,288
96,C,[  -6.04949005 2107.30807624],[    9.68547507 -3898.06897839],[268 480 300 288],[452 480 432 288],15.556554555892944,268,480,300,288,452,480,432,288
97,C,[  -7.67140172 2587.45078684],[    6.53049559 -2516.37156915],[274 480 299 288],[458 480 429 288],15.676811933517456,274,480,299,288,458,480,429,288
98,C,[  -9.02983439 3159.73876151],[    7.13836692 -2761.79775558],[296 480 318 288],[454 480 427 288],15.80155873298645,296,480,318,288,454,480,427,288
99,C,[  -6.51630022 2249.52056861],[    4.49113994 -1628.39487445],[271 480 301 288],[469 480 426 288],15.917492389678955,271,480,301,288,469,480,426,288
100,C,[  -8.4699014  2836.23101706],[    3.85144429 -1347.52938938],[278 480 300 288],[474 480 424 288],16.046274423599243,278,480,300,288,474,480,424,288
101,C,[  -8.80441941 3449.50622275],[    5.26536658 -1971.49863959],[337 480 359 288],[465 480 429 288],16.176791667938232,337,480,359,288,465,480,429,288
102,C,[  -7.7035402  2604.35635634],[    7.35199234 -2887.51305065],[275 480 300 288],[458 480 431 288],16.324702501296997,275,480,300,288,458,480,431,288
103,C,[  -6.52412632 2251.85375611],[    5.85412551 -2235.73835711],[271 480 301 288],[463 480 431 288],16.46048069000244,271,480,301,288,463,480,431,288
104,C,[  -6.06152001 2114.46414779],[    6.4840763 -2506.2046585],[269 480 301 288],[460 480 430 288],16.598148822784424,269,480,301,288,460,480,430,288
105,C,[  -7.06325236 2413.49358675],[    7.33229421 -2867.69001488],[273 480 300 288],[456 480 430 288],16.715137004852295,273,480,300,288,456,480,430,288
106,C,[  -8.23532228 2699.36969274],[    5.22235097 -1960.43047745],[269 480 292 288],[467 480 430 288],16.848793029785156,269,480,292,288,467,480,430,288
107,C,[  -5.66513094 1861.95802792],[    6.45951888 -2499.81491399],[243 480 277 288],[461 480 431 288],16.970633506774902,243,480,277,288,461,480,431,288
108,C,[  -6.87010639 2292.52624921],[    6.1360553  -2361.66107322],[263 480 291 288],[463 480 431 288],17.103500366210938,263,480,291,288,463,480,431,288
109,C,[  -5.658048   1989.10569646],[    5.12860484 -1916.15444711],[266 480 300 288],[467 480 429 288],17.240857124328613,266,480,300,288,467,480,429,288
110,C,[  -6.38709666 2297.30690413],[    7.77575066 -3035.19387845],[284 480 314 288],[452 480 427 288],17.376919269561768,284,480,314,288,452,480,427,288
111,C,[  -7.83077733 2630.0253488 ],[    5.6904138  -2145.06484877],[274 480 299 288],[461 480 427 288],17.512471437454224,274,480,299,288,461,480,427,288
112,C,[  -7.06382632 2417.11097608],[    4.39727883 -1596.82888506],[274 480 301 288],[472 480 428 288],17.635815382003784,274,480,301,288,472,480,428,288
113,C,[  -6.90544729 2308.47537419],[    4.91806115 -1818.18168498],[264 480 292 288],[467 480 428 288],17.777135610580444,264,480,292,288,467,480,428,288
114,C,[  -6.05427589 2126.30149877],[    4.53949964 -1629.80224118],[271 480 303 288],[464 480 422 288],17.89504861831665,271,480,303,288,464,480,422,288
115,C,[  -5.92371614 2007.29604388],[    5.18711072 -1927.59653364],[257 480 290 288],[464 480 427 288],18.019150495529175,257,480,290,288,464,480,427,288
116,C,[  -6.51250393 2246.20897027],[    5.98505709 -2292.04659325],[271 480 300 288],[463 480 431 288],18.140074014663696,271,480,300,288,463,480,431,288
117,C,[  -7.71082879 2608.6466182 ],[    5.93279846 -2241.69589481],[276 480 300 288],[458 480 426 288],18.26059317588806,276,480,300,288,458,480,426,288
118,C,[  -6.11262249 2123.01516851],[    5.60862641 -2109.32238736],[268 480 300 288],[461 480 427 288],18.376542329788208,268,480,300,288,461,480,427,288
119,C,[  -7.09910948 2422.20503349],[    6.69288383 -2603.61611153],[273 480 300 288],[460 480 432 288],18.508264780044556,273,480,300,288,460,480,432,288
120,C,[  -6.57185987 2263.37708486],[    7.40821585 -2909.673795  ],[271 480 300 288],[457 480 431 288],18.64198589324951,271,480,300,288,457,480,431,288
121,C,[  -7.63493021 2564.60316097],[    4.52611515 -1651.63496303],[273 480 298 288],[470 480 428 288],18.76649832725525,273,480,298,288,470,480,428,288
122,C,[  -7.74214383 2614.01190192],[    9.52771551 -3841.01567455],[275 480 300 288],[453 480 433 288],18.8993501663208,275,480,300,288,453,480,433,288
123,C,[  -6.0845828  2115.49781877],[    6.28726172 -2415.86033835],[268 480 300 288],[460 480 430 288],19.025856733322144,268,480,300,288,460,480,430,288
124,C,[  -4.65609387 1643.26548319],[    6.13188881 -2318.48449823],[249 480 291 288],[456 480 425 288],19.155611991882324,249,480,291,288,456,480,425,288
125,C,[  -7.74457022 2607.73237212],[    8.1847211  -3246.88486406],[274 480 299 288],[455 480 431 288],19.29019045829773,274,480,299,288,455,480,431,288
126,C,[  -6.33965759 2138.73533273],[    8.94446618 -3559.13245718],[261 480 291 288],[451 480 430 288],19.416046619415283,261,480,291,288,451,480,430,288
127,C,[  -8.44536238 2823.72896028],[    4.26827714 -1527.98351027],[277 480 300 288],[470 480 425 288],19.549310445785522,277,480,300,288,470,480,425,288
128,C,[  -6.52895227 2257.92782878],[    4.79447826 -1760.56917929],[272 480 301 288],[467 480 427 288],19.699935913085938,272,480,301,288,467,480,427,288
129,C,[  -4.52615013 1652.47055493],[    5.26845865 -1953.4606028 ],[259 480 301 288],[461 480 425 288],19.840837717056274,259,480,301,288,461,480,425,288
130,C,[  -7.06313338 2410.76197036],[    6.38602193 -2467.11262394],[273 480 300 288],[461 480 431 288],19.98190450668335,273,480,300,288,461,480,431,288
131,C,[  -4.94094035 1724.21809878],[    7.92101531 -3134.82664975],[251 480 290 288],[456 480 432 288],20.12247061729431,251,480,290,288,456,480,432,288
132,C,[  -7.67410653 2576.35280595],[    6.34015222 -2464.96022238],[273 480 298 288],[464 480 434 288],20.252849578857422,273,480,298,288,464,480,434,288
133,C,[  -6.92674585 2751.77774907],[    4.85420447 -1802.27646373],[327 480 355 288],[470 480 430 288],20.37466025352478,327,480,355,288,470,480,430,288
134,C,[  -7.4489314  2646.46587567],[    5.87438024 -2233.70852457],[290 480 316 288],[461 480 429 288],20.501152276992798,290,480,316,288,461,480,429,288
135,C,[  -6.99575859 2511.51444999],[    5.50311577 -2084.8773912 ],[290 480 317 288],[466 480 431 288],20.638749837875366,290,480,317,288,466,480,431,288
136,C,[  -6.96146123 2504.44748444],[    6.09681815 -2353.04342812],[290 480 318 288],[464 480 433 288],20.775640964508057,290,480,318,288,464,480,433,288
137,C,[  -6.45436354 2205.56987496],[    6.43402634 -2502.26438386],[267 480 297 288],[463 480 433 288],20.903765439987183,267,480,297,288,463,480,433,288
138,C,[  -7.06234889 2410.58779235],[    4.29575693 -1551.41583747],[273 480 300 288],[472 480 428 288],21.03358006477356,273,480,300,288,472,480,428,288
139,C,[  -8.59165526 3314.57390385],[    6.05589985 -2316.55831514],[329 480 352 288],[461 480 430 288],21.150027751922607,329,480,352,288,461,480,430,288
140,C,[  -8.1218906  2851.79332105],[    6.26290983 -2418.43511469],[292 480 315 288],[462 480 432 288],21.273577213287354,292,480,315,288,462,480,432,288
141,C,[  -5.53822107 2131.01504197],[    5.24752344 -1970.04167464],[298 480 332 288],[466 480 430 288],21.409359455108643,298,480,332,288,466,480,430,288
142,C,[  -7.07619414 2063.26178502],[    6.80076234 -2642.87896249],[223 480 250 288],[459 480 430 288],21.553958415985107,223,480,250,288,459,480,430,288
143,C,[  -9.05011083 2920.78161407],[    5.1093985  -1932.00262998],[269 480 290 288],[472 480 434 288],21.679476261138916,269,480,290,288,472,480,434,288
144,C,[  -7.69771335 2601.60447705],[    7.6731019  -3031.69342717],[275 480 300 288],[457 480 432 288],21.8071551322937,275,480,300,288,457,480,432,288
145,C,[  -6.57448171 2265.64563011],[    4.81752235 -1751.28667382],[271 480 300 288],[463 480 423 288],21.926547527313232,271,480,300,288,463,480,423,288
146,C,[  -6.54009549 2238.99760429],[    4.35091597 -1568.57657455],[268 480 298 288],[470 480 426 288],22.063825845718384,268,480,298,288,470,480,426,288
147,C,[  -7.53746174 2489.38131047],[    9.1660034  -3658.33997321],[266 480 292 288],[451 480 430 288],22.183688163757324,266,480,292,288,451,480,430,288
148,C,[ -10.87714581 3078.40954275],[    4.25056056 -1536.0018083 ],[238 480 256 288],[474 480 429 288],22.319117069244385,238,480,256,288,474,480,429,288
149,C,[  -6.31451146 2110.149718  ],[    6.56369257 -2547.73614544],[258 480 288 288],[461 480 432 288],22.44839334487915,258,480,288,288,461,480,432,288
150,C,[  -7.70250613 2594.14160916],[    5.68349189 -2162.21841407],[274 480 299 288],[464 480 431 288],22.561927318572998,274,480,299,288,464,480,431,288
151,C,[  -7.75481283 2616.39627244],[    5.44697041 -2052.04044888],[275 480 300 288],[464 480 429 288],22.69851541519165,275,480,300,288,464,480,429,288
152,C,[  -8.21853906 2686.79497043],[    4.90524111 -1797.34642261],[268 480 291 288],[464 480 425 288],22.826111555099487,268,480,291,288,464,480,425,288
153,C,[  -7.73768579 2619.57847936],[    4.84508245 -1810.74882673],[276 480 301 288],[472 480 433 288],22.95136046409607,276,480,301,288,472,480,433,288
154,C,[  -5.66126292 1996.91938085],[    6.79837312 -2619.23676116],[267 480 301 288],[455 480 427 288],23.11058521270752,267,480,301,288,455,480,427,288
155,C,[ -11.70536218 4182.37840735],[    3.82196668 -1360.59282418],[316 480 332 288],[481 480 431 288],23.2469379901886,316,480,332,288,481,480,431,288
156,C,[  -7.68446816 2712.63255013],[    4.63341168 -1682.7422079 ],[290 480 315 288],[466 480 425 288],23.379549503326416,290,480,315,288,466,480,425,288
157,C,[  -5.6571261  2072.77981217],[    4.9369545 -1834.1286243],[281 480 315 288],[468 480 429 288],23.498900890350342,281,480,315,288,468,480,429,288
158,C,[  -6.04828197 2180.35571078],[    7.10144949 -2765.70963185],[281 480 312 288],[457 480 430 288],23.612817525863647,281,480,312,288,457,480,430,288
159,C,[ -10.88555939 3084.72529754],[    8.00136199 -3175.75556072],[239 480 256 288],[456 480 432 288],23.736756563186646,239,480,256,288,456,480,432,288
160,C,[  -6.51604995 2246.7571477 ],[    5.29316799 -1944.34133507],[271 480 300 288],[458 480 421 288],23.86765480041504,271,480,300,288,458,480,421,288
161,C,[  -5.89433378 2016.57638804],[    5.16346753 -1913.24102812],[260 480 293 288],[463 480 426 288],24.000040769577026,260,480,293,288,463,480,426,288
162,C,[  -6.06588056 2115.69396696],[    6.15256085 -2363.54565876],[269 480 301 288],[462 480 430 288],24.129823446273804,269,480,301,288,462,480,430,288
163,C,[  -6.09605554 2121.86904772],[    6.84353028 -2670.13261421],[269 480 300 288],[460 480 432 288],24.24069595336914,269,480,300,288,460,480,432,288
164,C,[  -7.45372607 2628.74123974],[    7.6631889  -2993.35014097],[288 480 314 288],[453 480 428 288],24.371906280517578,288,480,314,288,453,480,428,288
165,C,[  -6.753402   2221.80595409],[    7.74556757 -3065.18757389],[257 480 286 288],[457 480 432 288],24.50359320640564,257,480,286,288,457,480,432,288
166,C,[  -6.55243229 2260.25984348],[    6.41599121 -2458.73691764],[271 480 300 288],[458 480 428 288],24.62858819961548,271,480,300,288,458,480,428,288
167,C,[  -7.45463822 2639.59800828],[    4.07114894 -1436.44854778],[289 480 315 288],[470 480 423 288],24.74127173423767,289,480,315,288,470,480,423,288
168,C,[  -8.53719918 3292.19473827],[    6.72435294 -2579.04035387],[329 480 351 288],[454 480 426 288],24.86912703514099,329,480,351,288,454,480,426,288
169,C,[  -7.06835902 2419.2131481 ],[    4.32572158 -1543.52155583],[274 480 301 288],[467 480 423 288],24.989555597305298,274,480,301,288,467,480,423,288
170,C,[  -6.52607547 2243.78119587],[    4.51802536 -1650.08967331],[270 480 299 288],[471 480 428 288],25.10635232925415,270,480,299,288,471,480,428,288
171,C,[  -6.51773295 2252.47988071],[    5.78478254 -2170.73815372],[271 480 301 288],[458 480 425 288],25.239200830459595,271,480,301,288,458,480,425,288
172,C,[  -6.49797668 2236.9938464 ],[    5.98785183 -2248.47740813],[270 480 299 288],[455 480 423 288],25.36447548866272,270,480,299,288,455,480,423,288
173,C,[  -7.8466414  3163.45963512],[    5.70340126 -2172.01343909],[341 480 366 288],[464 480 431 288],25.491941452026367,341,480,366,288,464,480,431,288
174,C,[  -6.39173356 2163.32504574],[    5.26036134 -1944.97903804],[263 480 293 288],[460 480 424 288],25.65283465385437,263,480,293,288,460,480,424,288
175,C,[  -5.33574192 1892.37568518],[    6.29833364 -2441.84965798],[264 480 300 288],[463 480 433 288],25.787107467651367,264,480,300,288,463,480,433,288
