,direction,leftFitAverage,rightFitAverage,leftLine,rigthLine,slopeLeft,interceptLeft,slopeRight,interceptRight
0,C,[ -1. 630.],[  1.00023774 -77.45741288],[149 480 341 288],[557 480 365 288],-0.9999999999999999,629.9999999999998,1.0002377401819609,-77.45741288380236
1,C,[ -0.71273411 417.10376344],[  1.00096434 -79.3681464 ],[-88 480 181 288],[558 480 367 288],-0.7127341107577364,417.1037634408602,1.000964336410588,-79.36814640199121
2,C,[ -1.00093312 554.805281  ],[   1. -171.],[ 74 480 266 288],[651 480 459 288],-1.0009331196387234,554.8052809979039,1.0000000000000002,-171.0000000000001
3,C,[ -0.55215425 327.75145727],[  0.66669756 -66.07176325],[-275  480   71  288],[819 480 531 288],-0.552154247984322,327.7514572685438,0.6666975589271574,-66.07176325205641
4,C,[ -1.  594.5],[  1.01116569 -76.24792357],[114 480 306 288],[550 480 360 288],-1.0,594.4999999999998,1.0111656896921055,-76.2479235669541
5,C,[ -1. 620.],[  1.00023268 -79.59642632],[139 480 331 288],[559 480 367 288],-0.9999999999999997,619.9999999999997,1.0002326829880042,-79.59642632232124
6,C,[ -0.99991768 559.8509909 ],[  1.   -61.25],[ 79 480 271 288],[541 480 349 288],-0.9999176756881715,559.8509908955787,1.0,-61.249999999999986
7,C,[ -0.76766599 464.28209459],[  1.01164865 -85.52498066],[-20 480 229 288],[559 480 369 288],-0.7676659861029647,464.2820945945946,1.011648653785792,-85.52498066132604
8,C,[ -1. 500.],[  0.99948336 -78.5344131 ],[ 20 480 212 288],[558 480 366 288],-1.0000000000000002,500.00000000000017,0.9994833557456634,-78.53441309920345
9,C,[ -1.00077625 560.71928891],[ 0.50985017 24.20574163],[ 80 480 272 288],[893 480 517 288],-1.0007762507022695,560.7192889112556,0.509850169598131,24.205741626794214
10,C,[ -1. 599.],[  1.00010939 -81.87899113],[118 480 310 288],[561 480 369 288],-1.0,598.9999999999999,1.0001093912369077,-81.87899113455299
11,C,[ -0.99957867 561.12859258],[  0.83646919 -51.8       ],[ 81 480 273 288],[635 480 406 288],-0.999578671204715,561.1285925843994,0.8364691932457784,-51.79999999999991
12,C,[  -2.14253248 1228.37097166],[   14.72828155 -8953.78369872],[349 480 438 288],[640 480 627 288],-2.1425324775734462,1228.3709716573615,14.728281552879745,-8953.783698720248
13,C,[ -1. 581.],[  1.00048964 -79.54594323],[101 480 293 288],[559 480 367 288],-1.0000000000000002,581.0000000000001,1.0004896359041988,-79.54594323239105
14,C,[ -1.00339504 558.71115726],[  0.68153365 -39.        ],[ 78 480 269 288],[761 480 479 288],-1.0033950362851003,558.7111572629609,0.6815336463223787,-39.000000000000036
15,C,[ -1. 599.],[  0.9996766  -79.13393778],[118 480 310 288],[559 480 367 288],-1.0,598.9999999999999,0.9996766033026018,-79.1339377765712
16,C,[ -0.99823693 558.43626769],[   1. -165.],[ 78 480 270 288],[645 480 453 288],-0.9982369343994598,558.436267694212,1.0000000000000002,-165.00000000000009
17,C,[ -0.99955203 558.57887378],[   1.         -117.33333333],[ 78 480 270 288],[597 480 405 288],-0.9995520331937652,558.5788737834079,1.0,-117.3333333333333
18,C,[ -0.81220657 530.5       ],[  1.00172333 -80.95497238],[ 62 480 298 288],[559 480 368 288],-0.8122065727699529,530.4999999999999,1.0017233325562105,-80.95497238467786
19,C,[ -0.98007519 519.54097744],[  1.01047647 -84.74063135],[ 40 480 236 288],[558 480 368 288],-0.9800751879699247,519.540977443609,1.0104764704446942,-84.74063134832048
20,C,[ -1.00036987 554.97691688],[  1. -80.],[ 74 480 266 288],[560 480 367 288],-1.0003698703311348,554.9769168792435,1.0,-79.99999999999994
21,C,[ -1.00458017 559.96738987],[   1.         -102.33333333],[ 79 480 270 288],[582 480 390 288],-1.0045801655990305,559.9673898685421,1.0000000000000002,-102.33333333333331
22,C,[ -0.99997392 555.24285133],[  0.89019964 -57.        ],[ 75 480 267 288],[603 480 387 288],-0.9999739184797365,555.2428513258245,0.8901996370235936,-57.00000000000003
23,C,[ -1.00041219 558.89473586],[ 0.67462493 15.51168614],[ 78 480 270 288],[688 480 403 288],-1.0004121939887216,558.8947358633599,0.6746249276710493,15.511686143572678
24,C,[ -0.99788291 554.68820721],[  1. -91.],[ 74 480 267 288],[571 480 379 288],-0.9978829149925837,554.6882072067323,1.0,-91.00000000000004
25,C,[ -0.99736626 560.65667598],[  0.98 -44.62],[ 80 480 273 288],[535 480 339 288],-0.9973662576282755,560.6566759755897,0.9800000000000001,-44.61999999999997
26,C,[ -0.9995007  554.18131862],[  0.87646077 -14.05843072],[ 74 480 266 288],[563 480 344 288],-0.9995006978464749,554.1813186203714,0.8764607679465776,-14.058430717862993
27,C,[ -1.00117626 560.47972654],[  0.8372457 -76.       ],[ 80 480 272 288],[664 480 434 288],-1.0011762561441055,560.4797265441986,0.8372456964006258,-76.00000000000006
28,C,[ -1. 637.],[  1.00055645 -81.29167318],[156 480 348 288],[560 480 369 288],-0.9999999999999994,636.9999999999998,1.0005564536326417,-81.2916731831167
29,C,[ -0.99922931 558.69590864],[0.86363636 5.13636364],[ 78 480 270 288],[549 480 327 288],-0.999229305876669,558.6959086414713,0.8636363636363635,5.136363636363534
30,C,[ -0.7572364  457.73333333],[  0.99980345 -81.19957488],[-29 480 224 288],[561 480 369 288],-0.7572363982777516,457.7333333333333,0.9998034464104928,-81.19957487997381
31,C,[ -1.00023494 557.32256103],[  0.75954923 -15.35195531],[ 77 480 269 288],[652 480 399 288],-1.0002349411817013,557.3225610251179,0.7595492258329617,-15.351955307262621
32,C,[ -1.00128403 560.69000839],[  1.  -83.5],[ 80 480 272 288],[563 480 371 288],-1.0012840340457092,560.6900083880832,1.0,-83.50000000000016
33,C,[ -1.  535.5],[  0.99921013 -82.51560018],[ 55 480 247 288],[562 480 370 288],-1.0,535.4999999999999,0.9992101321862255,-82.51560017583046
34,C,[ -0.99815322 558.10934811],[  0.94535073 -38.57911909],[ 78 480 270 288],[548 480 345 288],-0.9981532245487191,558.1093481074901,0.9453507340946168,-38.579119086460075
35,C,[ -1.03953507 560.2440905 ],[  0.88495843 -24.64434757],[ 77 480 261 288],[570 480 353 288],-1.0395350725974448,560.2440905024783,0.8849584283439915,-24.64434756548696
36,C,[ -1.00016829 556.13960169],[  0.97802888 -51.16666667],[ 76 480 268 288],[543 480 346 288],-1.0001682947407198,556.1396016911317,0.9780288763339611,-51.1666666666666
37,C,[ -0.999547   552.83868039],[  1. -94.],[ 72 480 264 288],[574 480 381 288],-0.9995470025003932,552.8386803875283,0.9999999999999998,-93.99999999999989
38,C,[ -0.99970295 560.5207382 ],[  1.  -61.5],[ 80 480 272 288],[541 480 349 288],-0.999702954841921,560.5207382044517,1.0000000000000002,-61.49999999999988
39,C,[ -0.99217377 561.32256483],[ 0.74898279 18.2       ],[ 81 480 275 288],[616 480 360 288],-0.9921737735734834,561.3225648330547,0.7489827856025038,18.20000000000002
40,C,[ -1.00029778 554.71362397],[  0.97509398 -97.45018797],[ 74 480 266 288],[592 480 395 288],-1.0002977803046047,554.7136239663582,0.9750939849624063,-97.45018796992488
41,C,[ -1.  478.5],[  0.99950784 -83.42621831],[ -1 480 190 288],[563 480 371 288],-0.9999999999999998,478.4999999999999,0.9995078435547231,-83.42621831097483
42,C,[ -0.99752358 556.4315665 ],[ 0.48510263 55.61941748],[ 76 480 269 288],[874 480 479 288],-0.9975235835724731,556.4315664997567,0.48510263305832824,55.619417475728156
43,C,[ -0.99834135 556.49603241],[   1. -179.],[ 76 480 268 288],[659 480 467 288],-0.9983413532925609,556.4960324116802,1.0000000000000002,-179.00000000000009
44,C,[ -0.99900427 557.45921356],[  1. -26.],[ 77 480 269 288],[505 480 313 288],-0.9990042721507173,557.4592135630609,1.0000000000000004,-25.999999999999773
45,C,[ -1. 558.],[  1.00068082 -77.79751234],[ 78 480 270 288],[557 480 365 288],-0.9999999999999998,558.0,1.0006808223761896,-77.79751234039989
46,C,[ -0.9999135  554.51251082],[   1. -128.],[ 74 480 266 288],[608 480 416 288],-0.9999135037193182,554.5125108154657,1.0,-128.0
47,C,[ -1.00360624 554.87329141],[  1. -90.],[ 74 480 265 288],[569 480 377 288],-1.0036062372861592,554.873291414324,1.0,-89.9999999999999
48,C,[ -1.00006701 558.36926225],[  0.96859004 -49.30595626],[ 78 480 270 288],[546 480 348 288],-1.0000670068878992,558.3692622487599,0.9685900418799444,-49.30595625872497
49,C,[ -0.97691463 549.92437257],[  0.64851485 -21.4009901 ],[ 71 480 268 288],[773 480 477 288],-0.9769146314326483,549.9243725716219,0.6485148514851485,-21.40099009900993
50,C,[ -0.99880053 553.95116131],[ 0.62545395 40.33492316],[ 74 480 266 288],[702 480 395 288],-0.9988005288345104,553.9511613053794,0.6254539543686186,40.3349231584527
51,C,[ -1. 582.],[   1.03952248 -105.76800778],[102 480 294 288],[563 480 378 288],-1.0,582.0,1.0395224844479871,-105.76800777599644
52,C,[ -0.72769953 477.        ],[  0.98732533 -76.49390628],[ -4 480 259 288],[563 480 369 288],-0.7276995305164319,476.99999999999994,0.9873253265137948,-76.49390627652338
53,C,[ -1.00044063 554.8651376 ],[  1.         -25.66666667],[ 74 480 266 288],[505 480 313 288],-1.0004406343610155,554.8651375978775,1.0,-25.666666666666682
54,C,[ -0.71350633 468.12864078],[  0.99926837 -80.49484406],[-16 480 252 288],[560 480 368 288],-0.7135063263223218,468.12864077669894,0.9992683730220795,-80.49484406110494
55,C,[ -1.  445.5],[  1.00117655 -84.85113542],[-34 480 157 288],[564 480 372 288],-0.9999999999999999,445.4999999999999,1.0011765515797153,-84.85113541562066
56,C,[ -0.9813736  561.08322009],[ 0.76682316 22.66666667],[ 82 480 278 288],[596 480 346 288],-0.9813736003189222,561.0832200854077,0.7668231611893582,22.666666666666682
57,C,[ -1.00124257 555.98972483],[  1.  -55.5],[ 75 480 267 288],[535 480 343 288],-1.0012425710333477,555.9897248312034,1.0,-55.499999999999964
58,C,[ -1.00017069 560.03001789],[ 0.70683359 -9.33333333],[ 80 480 271 288],[692 480 420 288],-1.0001706895868787,560.0300178948593,0.7068335941575379,-9.333333333333409
