,direction,leftFitAverage,rightFitAverage,leftLine,rigthLine,time(s),leftX1,leftY1,leftX2,leftY2,rightX1,rightY1,rightX2,rightX2
26,C,[-7.85714286e-02  2.33364286e+02],[  0.19304285 115.14517455],[-3139   480  -695   288],[1890  480  895  288],5.430531024932861,-3139,480,-695,288,1890,480,895,288
27,C,[-7.21597306e-02  2.30705550e+02],[  0.16943025 128.63633835],[-3454   480  -793   288],[2073  480  940  288],5.5179643630981445,-3454,480,-793,288,2073,480,940,288
28,C,[-7.85486443e-02  2.32220893e+02],[1.38676664e-01 1.40396626e+02],[-3154   480  -710   288],[2448  480 1064  288],5.607647895812988,-3154,480,-710,288,2448,480,1064,288
29,C,[-4.26204819e-02  2.17371687e+02],[  0.1709019  127.85927401],[-6162   480 -1657   288],[2060  480  937  288],5.694088697433472,-6162,480,-1657,288,2060,480,937,288
30,C,[-1.57521237e-01  2.77615931e+02],[1.39453810e-01 1.45218589e+02],[-1284   480   -65   288],[2400  480 1023  288],5.7826478481292725,-1284,480,-65,288,2400,480,1023,288
31,C,[-6.63675640e-02  2.32793187e+02],[  0.17987688 121.93263436],[-3724   480  -831   288],[1990  480  923  288],5.876209259033203,-3724,480,-831,288,1990,480,923,288
32,C,[-9.66045757e-02  2.39778654e+02],[1.26656541e-01 1.53194344e+02],[-2486   480  -499   288],[2580  480 1064  288],5.963821887969971,-2486,480,-499,288,2580,480,1064,288
33,C,[-1.04972376e-01  2.49552486e+02],[  0.15197592 133.18683489],[-2195   480  -366   288],[2282  480 1018  288],6.053307056427002,-2195,480,-366,288,2282,480,1018,288
34,C,[-1.21330118e-01  2.56760791e+02],[  0.14559143 140.40967438],[-1839   480  -257   288],[2332  480 1013  288],6.138017177581787,-1839,480,-257,288,2332,480,1013,288
35,C,[-4.79133482e-02  2.38123415e+02],[  0.14711242 138.46495398],[-5048   480 -1040   288],[2321  480 1016  288],6.227452993392944,-5048,480,-1040,288,2321,480,1016,288
36,C,[-6.24410489e-02  2.30730240e+02],[  0.15696905 129.39190161],[-3992   480  -917   288],[2233  480 1010  288],6.318563938140869,-3992,480,-917,288,2233,480,1010,288
37,C,[-1.01390645e-01  2.45688622e+02],[  0.1702072  128.27225846],[-2310   480  -417   288],[2066  480  938  288],6.40762734413147,-2310,480,-417,288,2066,480,938,288
38,C,[-8.21266802e-02  2.35633385e+02],[  0.16746619 128.11190301],[-2975   480  -637   288],[2101  480  954  288],6.494499444961548,-2975,480,-637,288,2101,480,954,288
39,C,[-6.97721072e-02  2.34872573e+02],[  0.14856471 140.30184878],[-3513   480  -761   288],[2286  480  994  288],6.582540273666382,-3513,480,-761,288,2286,480,994,288
40,C,[-8.06185671e-02  2.31837759e+02],[  0.17421727 129.69587542],[-3078   480  -696   288],[2010  480  908  288],6.650409460067749,-3078,480,-696,288,2010,480,908,288
41,C,[-8.99755105e-02  2.38892765e+02],[  0.17049322 128.5612292 ],[-2679   480  -545   288],[2061  480  935  288],6.736327409744263,-2679,480,-545,288,2061,480,935,288
42,C,[-5.49962157e-02  2.18608353e+02],[1.37317101e-01 1.44229205e+02],[-4752   480 -1261   288],[2445  480 1046  288],6.827255725860596,-4752,480,-1261,288,2445,480,1046,288
43,C,[-9.41084463e-02  2.42215589e+02],[1.33986551e-01 1.42671239e+02],[-2526   480  -486   288],[2517  480 1084  288],6.915318012237549,-2526,480,-486,288,2517,480,1084,288
44,C,[-6.28100559e-02  2.32092772e+02],[ 0.232523   92.36924495],[-3946   480  -890   288],[1667  480  841  288],7.011411666870117,-3946,480,-890,288,1667,480,841,288
45,C,[-3.18019625e-02  2.08163559e+02],[  0.23102655 102.85884383],[-8547   480 -2510   288],[1632  480  801  288],7.106082201004028,-8547,480,-2510,288,1632,480,801,288
46,C,[-8.12819268e-02  2.33765897e+02],[  0.15208405 137.71522653],[-3029   480  -667   288],[2250  480  988  288],7.205231428146362,-3029,480,-667,288,2250,480,988,288
47,C,[-7.14626240e-02  2.32756293e+02],[  0.15686634 135.06129984],[-3459   480  -773   288],[2198  480  974  288],7.305076599121094,-3459,480,-773,288,2198,480,974,288
48,C,[-3.51851852e-02  2.15567196e+02],[  0.16721134 133.70650307],[-7515   480 -2058   288],[2070  480  922  288],7.399933815002441,-7515,480,-2058,288,2070,480,922,288
49,C,[-1.02243092e-01  2.51089325e+02],[  0.15930899 132.9022466 ],[-2238   480  -361   288],[2178  480  973  288],7.490647077560425,-2238,480,-361,288,2178,480,973,288
50,C,[-5.41958955e-02  2.18142967e+02],[  0.19602625 121.67885468],[-4831   480 -1288   288],[1827  480  848  288],7.584932327270508,-4831,480,-1288,288,1827,480,848,288
51,C,[-6.61027569e-02  2.35204574e+02],[  0.17632398 128.80949462],[-3703   480  -798   288],[1991  480  902  288],7.676746368408203,-3703,480,-798,288,1991,480,902,288
52,C,[-8.01387971e-02  2.41601399e+02],[  0.1947467  113.76712417],[-2974   480  -578   288],[1880  480  894  288],7.7718586921691895,-2974,480,-578,288,1880,480,894,288
53,C,[-5.88235294e-02  2.18117647e+02],[1.34622334e-01 1.48064936e+02],[-4452   480 -1188   288],[2465  480 1039  288],7.869309425354004,-4452,480,-1188,288,2465,480,1039,288
54,C,[-5.62661461e-02  2.24853480e+02],[  0.17138121 128.03746451],[-4534   480 -1122   288],[2053  480  933  288],7.960694313049316,-4534,480,-1122,288,2053,480,933,288
55,C,[-5.49899447e-02  2.16578306e+02],[1.33852136e-01 1.43563061e+02],[-4790   480 -1298   288],[2513  480 1079  288],8.0545175075531,-4790,480,-1298,288,2513,480,1079,288
56,C,[-8.24590023e-02  2.36644240e+02],[1.34052347e-01 1.47828822e+02],[-2951   480  -622   288],[2477  480 1045  288],8.148077726364136,-2951,480,-622,288,2477,480,1045,288
57,C,[-6.24561404e-02  2.26641404e+02],[  0.23184646 101.64380096],[-4056   480  -982   288],[1631  480  803  288],8.234215259552002,-4056,480,-982,288,1631,480,803,288
58,C,[-1.19565619e-01  2.58374391e+02],[  0.19910668 112.44723529],[-1853   480  -247   288],[1846  480  881  288],8.334999799728394,-1853,480,-247,288,1846,480,881,288
59,C,[-1.20829009e-01  2.54960342e+02],[  0.14560324 140.8144995 ],[-1862   480  -273   288],[2329  480 1010  288],8.423141956329346,-1862,480,-273,288,2329,480,1010,288
60,C,[-5.04201681e-02  2.28016807e+02],[  0.19201186 115.63136244],[-4997   480 -1189   288],[1897  480  897  288],8.514735460281372,-4997,480,-1189,288,1897,480,897,288
61,C,[-7.37090514e-02  2.31404645e+02],[  0.16722432 127.50659085],[-3372   480  -767   288],[2107  480  959  288],8.609530448913574,-3372,480,-767,288,2107,480,959,288
62,C,[-7.94885696e-02  2.30790991e+02],[  0.19414758 122.4481609 ],[-3135   480  -719   288],[1841  480  852  288],8.712839365005493,-3135,480,-719,288,1841,480,852,288
63,C,[-1.03773585e-01  2.48547170e+02],[1.37525945e-01 1.44063597e+02],[-2230   480  -380   288],[2442  480 1046  288],8.8064706325531,-2230,480,-380,288,2442,480,1046,288
64,C,[-4.80028067e-02  2.30689003e+02],[1.39108046e-01 1.47854283e+02],[-5193   480 -1193   288],[2387  480 1007  288],8.904133081436157,-5193,480,-1193,288,2387,480,1007,288
65,C,[-5.56655354e-02  2.28485671e+02],[  0.17311238 127.40957711],[-4518   480 -1069   288],[2036  480  927  288],8.995954990386963,-4518,480,-1069,288,2036,480,927,288
66,C,[-5.16112673e-02  2.20641141e+02],[  0.19349387 114.89776481],[-5025   480 -1305   288],[1886  480  894  288],9.082694292068481,-5025,480,-1305,288,1886,480,894,288
67,C,[-8.11635945e-02  2.31886751e+02],[ 0.28947415 70.80874144],[-3056   480  -691   288],[1413  480  750  288],9.17291784286499,-3056,480,-691,288,1413,480,750,288
68,C,[-9.56302684e-02  2.51252532e+02],[1.21615389e-01 1.53019034e+02],[-2391   480  -384   288],[2688  480 1109  288],9.262666463851929,-2391,480,-384,288,2688,480,1109,288
