,direction,leftFitAverage,rightFitAverage,leftLine,rigthLine,slopeLeft,interceptLeft,slopeRight,interceptRight
0,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
1,C,[ -0.99998038 555.60097414],[ 0.92238418 -6.48641783],[ 75 480 267 288],[527 480 319 288],-0.999980383415926,555.6009741371607,0.9223841820442829,-6.486417829287479
2,C,[ -0.9998225  561.82019154],[ 0.54460094 68.        ],[ 81 480 273 288],[756 480 403 288],-0.9998224977160894,561.8201915388646,0.544600938967136,68.0
3,C,[ -1.  559.5],[  1.00074255 -77.23639222],[ 79 480 271 288],[556 480 364 288],-1.0,559.5,1.0007425531641991,-77.23639222402953
4,C,[ -1. 626.],[  1.00008664 -81.07993285],[145 480 337 288],[561 480 369 288],-1.0000000000000002,626.0,1.0000866423371795,-81.0799328452712
5,C,[ -1. 550.],[  1.00005447 -82.01641461],[ 70 480 262 288],[561 480 369 288],-1.0,550.0000000000001,1.0000544743467172,-82.01641460916467
6,C,[ -1.12299717 560.99843149],[0.82472613 1.        ],[ 72 480 243 288],[580 480 347 288],-1.122997170875329,560.9984314886025,0.8247261345852895,0.9999999999999858
7,C,[ -1.00053677 559.52806971],[   1. -110.],[ 79 480 271 288],[589 480 397 288],-1.000536766225884,559.528069709717,1.0000000000000002,-109.99999999999986
8,C,[ -0.9999963  557.23069536],[  0.86451824 -91.42715517],[ 77 480 269 288],[660 480 438 288],-0.99999629656387,557.230695358666,0.8645182397064377,-91.42715517241389
9,C,[ -0.99992271 559.01655806],[   1. -220.],[ 79 480 271 288],[699 480 507 288],-0.9999227089583982,559.0165580604048,1.0,-219.9999999999998
10,C,[ -1.01034949 565.77910099],[   1. -101.],[ 84 480 274 288],[581 480 389 288],-1.0103494874287438,565.7791009906747,1.0,-101.00000000000007
11,C,[ -0.83356032 528.81775745],[  0.99858482 -79.06225715],[ 58 480 288 288],[559 480 367 288],-0.8335603200684001,528.8177574454621,0.9985848227591035,-79.06225714665653
12,C,[ -1.00012521 560.02591151],[  1.04146481 -82.45040796],[ 80 480 271 288],[540 480 355 288],-1.0001252083305157,560.0259115122161,1.0414648138704743,-82.45040795512486
13,C,[ -1. 519.],[  1.00003148 -79.55361159],[ 38 480 230 288],[559 480 367 288],-0.9999999999999998,518.9999999999998,1.0000314840420115,-79.55361158774527
14,C,[ -1.00009126 557.90746012],[  1. -19.],[ 77 480 269 288],[498 480 306 288],-1.0000912604024161,557.9074601216487,1.0000000000000002,-18.999999999999982
15,C,[ -1. 596.],[  1.00464014 -85.45765698],[115 480 307 288],[562 480 371 288],-1.0000000000000002,596.0,1.0046401428268128,-85.45765697998397
16,C,[ -1.         550.16666667],[  1.00125497 -77.78750817],[ 70 480 262 288],[557 480 365 288],-1.0,550.1666666666666,1.0012549730874685,-77.78750817196877
17,C,[ -1.00126158 555.27680291],[  1.  -78.5],[ 75 480 266 288],[558 480 366 288],-1.001261580624793,555.2768029075037,1.0000000000000002,-78.5
18,C,[ -1.00007716 559.34927397],[   1. -187.],[ 79 480 271 288],[667 480 475 288],-1.000077155570492,559.3492739698864,1.0,-187.00000000000006
19,C,[ -0.99905409 562.48317165],[ 0.85027387 10.925     ],[ 82 480 274 288],[551 480 325 288],-0.9990540935953309,562.4831716472453,0.8502738654147103,10.92500000000001
20,C,[ -1.00109902 561.93096266],[  1.  -97.5],[ 81 480 273 288],[577 480 385 288],-1.0010990159243187,561.9309626614483,1.0,-97.5
21,C,[ -1.  469.5],[  0.99991077 -82.51206403],[-10 480 181 288],[562 480 370 288],-1.0,469.50000000000006,0.9999107723972112,-82.5120640349407
22,C,[ -0.8372457 567.5      ],[  1.00573415 -79.039893  ],[104 480 333 288],[555 480 364 288],-0.837245696400626,567.4999999999998,1.005734148178669,-79.03989299848001
23,C,[ -1. 570.],[  0.99881491 -81.91054573],[ 89 480 281 288],[562 480 370 288],-1.0000000000000002,569.9999999999998,0.9988149068163363,-81.91054573095963
24,C,[ -1.00005687 557.24783961],[ 0.73317684 49.        ],[ 77 480 269 288],[587 480 325 288],-1.0000568704909696,557.2478396125266,0.7331768388106417,49.000000000000014
25,C,[ -1.   533.75],[  1.00010704 -81.92027341],[ 53 480 245 288],[561 480 369 288],-1.0,533.75,1.0001070416100217,-81.92027341273251
26,C,[ -0.99985905 558.55882821],[  1.  -46.5],[ 78 480 270 288],[526 480 334 288],-0.9998590475829455,558.5588282076795,1.0,-46.4999999999999
27,C,[ -0.97055848 548.97541241],[ 0.75508684 20.72361903],[ 71 480 268 288],[608 480 353 288],-0.9705584794411355,548.9754124101223,0.7550868407592246,20.723619032365157
28,C,[ -1.   618.75],[  1.00024219 -78.43293729],[138 480 330 288],[558 480 366 288],-1.0,618.75,1.000242188038399,-78.43293728538931
29,C,[ -1.00213944 558.27660518],[  1.         -75.22222222],[ 78 480 269 288],[555 480 363 288],-1.0021394423325127,558.2766051834645,1.0,-75.22222222222217
30,C,[ -1.00007016 556.71122127],[  0.8768595  -25.81322314],[ 76 480 268 288],[576 480 357 288],-1.000070158100475,556.7112212666806,0.8768595041322313,-25.813223140495786
31,C,[ -0.93815331 556.47996516],[  1.02611108 -81.4482482 ],[ 81 480 286 288],[547 480 360 288],-0.9381533101045297,556.4799651567944,1.026111084451475,-81.44824819583941
32,C,[ -1. 563.],[  0.99842627 -79.80429472],[ 83 480 275 288],[560 480 368 288],-0.9999999999999999,563.0,0.9984262716859102,-79.80429472178936
33,C,[ -1.  572.6],[  0.99963182 -78.45661043],[ 92 480 284 288],[558 480 366 288],-0.9999999999999998,572.6,0.9996318244317058,-78.45661043287465
34,C,[ -1.  499.5],[  0.9997308  -80.61595712],[ 19 480 211 288],[560 480 368 288],-1.0,499.5,0.9997308023683655,-80.61595711593247
35,C,[ -0.99969548 556.4875719 ],[   1. -100.],[ 76 480 268 288],[580 480 388 288],-0.9996954761861213,556.4875718998809,0.9999999999999998,-99.99999999999997
36,C,[ -0.57746479 379.        ],[  1.01614818 -91.36328109],[-174  480  157  288],[562 480 373 288],-0.5774647887323944,378.9999999999999,1.0161481794530811,-91.36328108688842
37,C,[ -1.00436281 557.45311635],[  1.  -58.5],[ 77 480 268 288],[538 480 346 288],-1.0043628097655815,557.453116353868,1.0,-58.499999999999886
38,C,[ -7.00201699 486.02969349],[  0.88733049 -95.81501092],[  0 480  28 288],[648 480 432 288],-7.002016986247509,486.0296934865901,0.8873304922889973,-95.81501092286575
39,C,[ -1.  598.5],[  0.99820359 -79.33249692],[118 480 310 288],[560 480 367 288],-0.9999999999999998,598.4999999999998,0.9982035910544265,-79.33249692258428
40,C,[ -1.   576.75],[  0.99964731 -80.31218445],[ 96 480 288 288],[560 480 368 288],-1.0,576.75,0.9996473145274247,-80.31218445004224
41,C,[ -1.00030497 558.39864567],[ 0.71205008 58.5       ],[ 78 480 270 288],[591 480 322 288],-1.000304974199845,558.3986456693144,0.7120500782472614,58.49999999999994
42,C,[ -1. 573.],[  1.0013641  -81.30101035],[ 92 480 284 288],[560 480 368 288],-1.0,572.9999999999999,1.0013640984780798,-81.30101035154966
43,C,[ -0.99940092 554.16450902],[  0.93877152 -80.        ],[ 74 480 266 288],[596 480 392 288],-0.9994009162837313,554.1645090198141,0.9387715179968701,-79.99999999999994
44,C,[ -1.00027259 563.99886704],[   1. -108.],[ 83 480 275 288],[588 480 396 288],-1.0002725947064426,563.9988670355043,1.0,-108.00000000000018
45,C,[ -1.  559.5],[  1.00200315 -82.12072719],[ 79 480 271 288],[560 480 369 288],-0.9999999999999999,559.4999999999999,1.0020031479981995,-82.12072718992374
46,C,[ -1.00025006 557.42759033],[ 0.771518 -6.5     ],[ 77 480 269 288],[630 480 381 288],-1.0002500645006285,557.4275903326009,0.7715179968701094,-6.500000000000011
47,C,[ -0.62441315 434.        ],[  0.99997945 -77.75149341],[-73 480 233 288],[557 480 365 288],-0.6244131455399059,433.99999999999983,0.9999794547700767,-77.75149341280115
48,C,[ -0.9986594  557.45679568],[ 0.7833083  57.66666667],[ 77 480 269 288],[539 480 294 288],-0.998659395765535,557.4567956787615,0.7833082976989894,57.666666666666664
49,C,[ -1.00241244 563.00236615],[  1.  -37.5],[ 82 480 274 288],[517 480 325 288],-1.002412444445989,563.0023661484564,0.9999999999999999,-37.50000000000007
