,direction,leftFitAverage,rightFitAverage,leftLine,rigthLine,slopeLeft,interceptLeft,slopeRight,interceptRight
17,C,[ -0.99916853 558.3737035 ],[  1.  -53.5],[ 78 480 270 288],[533 480 341 288],-0.9991685287474299,558.3737034961822,0.9999999999999998,-53.499999999999986
18,C,[ -1.00008437 559.95755042],[  1. -93.],[ 79 480 271 288],[572 480 380 288],-1.0000843678085634,559.9575504171114,1.0,-92.9999999999999
19,C,[ -1.00047793 560.63257142],[  0.87739686 -45.97694754],[ 80 480 272 288],[599 480 380 288],-1.0004779280667606,560.6325714202669,0.8773968634636631,-45.97694753577095
20,C,[ -1. 574.],[  1.01076951 -81.70372695],[ 93 480 285 288],[555 480 365 288],-1.0,573.9999999999999,1.0107695095611673,-81.70372694571957
21,C,[ -1. 533.],[  1.00100433 -78.14218974],[ 53 480 245 288],[557 480 365 288],-0.9999999999999998,533.0,1.0010043262610553,-78.14218973790267
22,C,[ -1. 629.],[  0.99989301 -81.88522375],[149 480 341 288],[561 480 369 288],-1.0000000000000002,629.0000000000003,0.9998930106531052,-81.8852237454046
23,C,[ -0.81362563 475.59183676],[  1.0003492  -72.70131156],[ -5 480 230 288],[552 480 360 288],-0.8136256330078115,475.5918367567568,1.0003491992240936,-72.70131156059037
24,C,[ -1.00026915 558.93737725],[  1. -83.],[ 78 480 270 288],[562 480 370 288],-1.0002691456417345,558.9373772522002,1.0000000000000002,-82.9999999999999
25,C,[ -1.00043191 557.32341912],[  1.04335332 -76.36015326],[ 77 480 269 288],[533 480 349 288],-1.0004319094678207,557.3234191196713,1.0433533233383312,-76.36015325670496
26,C,[ -0.80046948 429.5       ],[  1.0003601  -77.10370356],[-63 480 176 288],[556 480 364 288],-0.8004694835680751,429.4999999999999,1.000360098626519,-77.10370355552888
27,C,[ -1.00016864 557.31504805],[   1. -180.],[ 77 480 269 288],[660 480 468 288],-1.0001686355941302,557.3150480527207,1.0000000000000002,-180.00000000000009
28,C,[ -1. 462.],[  0.99949474 -77.56094339],[-18 480 173 288],[557 480 365 288],-0.9999999999999999,461.99999999999994,0.9994947415810791,-77.56094339378605
29,C,[ -0.99917344 564.4016544 ],[   1. -186.],[ 84 480 276 288],[665 480 473 288],-0.9991734416144726,564.4016543952355,1.0000000000000004,-186.00000000000009
30,C,[ -0.8766129  490.15564516],[  1.00075545 -79.39602303],[ 11 480 230 288],[558 480 367 288],-0.8766129032258063,490.1556451612903,1.000755445546637,-79.39602302771272
31,C,[ -0.99977604 558.93663831],[ 1. -8.],[ 78 480 270 288],[488 480 296 288],-0.9997760354933245,558.9366383083285,1.0000000000000002,-8.000000000000124
32,C,[ -1.         570.28571429],[  0.99994086 -77.02274738],[ 90 480 282 288],[557 480 365 288],-1.0000000000000002,570.2857142857142,0.9999408622548667,-77.02274737893971
33,C,[ -0.76371914 497.59731834],[  1.00105829 -77.1097245 ],[ 23 480 274 288],[556 480 364 288],-0.7637191428996863,497.5973183391004,1.001058293993142,-77.10972449628417
34,C,[ -0.68153365 454.        ],[  0.99998297 -80.43440362],[-38 480 243 288],[560 480 368 288],-0.6815336463223789,453.9999999999999,0.9999829669957193,-80.43440362424485
35,C,[ -0.73156893 458.2395026 ],[ 0.35289515 71.5       ],[-29 480 232 288],[1157  480  613  288],-0.7315689344134703,458.23950260429535,0.3528951486697965,71.49999999999999
36,C,[ -0.70109546 451.        ],[  1.00001018 -80.71867624],[-41 480 232 288],[560 480 368 288],-0.7010954616588418,450.9999999999999,1.0000101843467877,-80.71867623659575
37,C,[ -1.00008454 558.48736319],[ 0.67313977 63.        ],[ 78 480 270 288],[619 480 334 288],-1.0000845440596524,558.4873631908627,0.6731397687280039,63.000000000000014
38,C,[ -0.96572581 499.28024194],[  1.00000889 -80.48126585],[ 19 480 218 288],[560 480 368 288],-0.965725806451613,499.2802419354841,1.0000088869736203,-80.4812658491371
39,C,[ -0.46635368 454.        ],[  1.00036423 -80.37399014],[-55 480 355 288],[560 480 368 288],-0.46635367762128327,453.99999999999994,1.0003642298572477,-80.37399013788296
40,C,[ -1.00046763 554.00948201],[ 0.81533646 32.        ],[ 73 480 265 288],[549 480 313 288],-1.000467634599585,554.0094820110567,0.8153364632237871,31.99999999999999
41,C,[ -1.  576.5],[  0.99833154 -77.07340152],[ 96 480 288 288],[558 480 365 288],-0.9999999999999998,576.5,0.9983315399440331,-77.07340151866862
42,C,[ -0.91308503 555.82887714],[  0.99939879 -72.2349743 ],[ 83 480 293 288],[552 480 360 288],-0.9130850330730506,555.8288771403113,0.9993987925911617,-72.23497430327537
43,C,[ -1.00206569 560.69420052],[ 0.62519562 51.        ],[ 80 480 272 288],[686 480 379 288],-1.0020656878235001,560.6942005243206,0.6251956181533644,51.0
44,C,[ -1.00058815 560.09943122],[  1.  -27.5],[ 80 480 271 288],[507 480 315 288],-1.0005881450007428,560.099431218841,1.0,-27.49999999999995
45,C,[ -0.99366819 554.65891162],[   1. -128.],[ 75 480 268 288],[607 480 415 288],-0.9936681899802879,554.6589116220607,1.0000000000000002,-128.0
46,C,[ -1.00052592 560.36106522],[   1. -146.],[ 80 480 272 288],[626 480 434 288],-1.0005259178498451,560.3610652158661,1.0,-146.00000000000017
47,C,[ -0.91780045 553.        ],[  1.00015163 -81.00962037],[ 79 480 288 288],[560 480 368 288],-0.9178004535147393,552.9999999999999,1.0001516285476215,-81.00962037054589
48,C,[ -0.64173472 462.93396226],[  1.00045557 -81.60731229],[-26 480 272 288],[561 480 369 288],-0.6417347169706037,462.933962264151,1.000455573609646,-81.60731229239244
49,C,[ -1.00067872 559.34511758],[0.76890975 1.        ],[ 79 480 271 288],[622 480 373 288],-1.0006787190905202,559.3451175832945,0.7689097548252478,0.9999999999999906
50,C,[ -1.00034543 557.21641963],[  1.  -76.6],[ 77 480 269 288],[556 480 364 288],-1.00034543012525,557.2164196327323,1.0,-76.59999999999994
51,C,[ -1.00017551 562.32639918],[  0.79096557 -39.77398702],[ 82 480 274 288],[657 480 414 288],-1.0001755123079001,562.3263991754304,0.7909655650757976,-39.773987019353775
52,C,[ -0.78873239 472.        ],[  0.99913962 -80.54192121],[-10 480 233 288],[561 480 368 288],-0.788732394366197,472.0,0.9991396241701275,-80.54192120640933
53,C,[ -1.00063338 567.16797943],[ 0.70109546 11.        ],[ 87 480 278 288],[668 480 395 288],-1.00063338396858,567.1679794289288,0.7010954616588417,11.000000000000007
54,C,[ -0.99849394 559.45909427],[ 1. -8.],[ 79 480 271 288],[488 480 296 288],-0.9984939361302528,559.4590942711419,1.0000000000000002,-8.000000000000124
55,C,[ -1.00088335 556.87067066],[   1. -148.],[ 76 480 268 288],[627 480 435 288],-1.0008833536133313,556.8706706572498,1.0000000000000002,-147.9999999999999
56,C,[ -1. 602.],[  0.99943152 -79.38850451],[121 480 313 288],[559 480 367 288],-0.9999999999999997,601.9999999999995,0.9994315159850827,-79.38850451033434
57,C,[ -1. 487.],[  0.998824  -78.6264202],[  7 480 199 288],[559 480 367 288],-1.0,487.0000000000001,0.9988239996558017,-78.62642019852831
58,C,[ -0.91021949 473.75      ],[  0.99995618 -80.81516293],[ -6 480 204 288],[560 480 368 288],-0.9102194868557754,473.75,0.9999561770044606,-80.81516292962851
59,C,[ -1.00025762 553.54826833],[  1. -12.],[ 73 480 265 288],[491 480 299 288],-1.0002576246630202,553.5482683332048,0.9999999999999999,-11.999999999999915
60,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
61,C,[ -0.99918887 563.03504227],[ 0.89150943 28.99213836],[ 83 480 275 288],[505 480 290 288],-0.999188873446624,563.035042267172,0.8915094339622641,28.992138364779816
62,C,[ -0.48250786 366.        ],[  0.97045962 -66.53350669],[-236  480  161  288],[563 480 365 288],-0.48250785553214304,366.0,0.9704596249634038,-66.5335066920815
63,C,[ -1.00059764 557.77968801],[  1. -47.],[ 77 480 269 288],[527 480 335 288],-1.0005976447322247,557.7796880078537,0.9999999999999999,-46.99999999999995
64,C,[ -0.99976464 555.68665828],[  1. -73.],[ 75 480 267 288],[553 480 361 288],-0.999764642714593,555.6866582788799,0.9999999999999998,-72.99999999999993
65,C,[ -0.99682741 559.51503764],[ 0.60093897 50.        ],[ 79 480 272 288],[715 480 396 288],-0.9968274067932235,559.5150376364438,0.60093896713615,49.99999999999998
66,C,[ -0.99949813 555.86428949],[ 0.55001271 72.        ],[ 75 480 267 288],[741 480 392 288],-0.9994981258143907,555.8642894862525,0.5500127102150407,72.00000000000001
67,C,[ -0.57746479 375.        ],[  0.99968219 -80.52725224],[-181  480  150  288],[560 480 368 288],-0.5774647887323943,374.99999999999994,0.9996821854918866,-80.52725223615087
68,C,[ -1.00011371 557.25593079],[ 0.87754304 -8.5       ],[ 77 480 269 288],[556 480 337 288],-1.0001137140515628,557.2559307908543,0.8775430359937402,-8.500000000000053
69,C,[ -0.85016556 499.5       ],[  1.00020484 -83.694299  ],[ 22 480 248 288],[563 480 371 288],-0.8501655629139073,499.5,1.0002048413290894,-83.69429900112974
70,C,[ -0.62480377 480.24960754],[  1.00046102 -80.77031398],[  0 480 307 288],[560 480 368 288],-0.6248037676609105,480.24960753532184,1.0004610244890035,-80.77031398063329
71,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
72,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
73,C,[ -0.62382445 479.62382445],[  1.00096211 -81.89228157],[  0 480 307 288],[561 480 369 288],-0.6238244514106583,479.62382445141077,1.0009621065857077,-81.89228156841197
74,C,[ -0.99987607 561.8556363 ],[0.70109546 7.        ],[ 81 480 273 288],[674 480 400 288],-0.9998760714637995,561.8556363030314,0.7010954616588417,6.999999999999996
75,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
76,C,[ -0.44600939 388.        ],[  1.00072139 -80.43670476],[-206  480  224  288],[560 480 368 288],-0.44600938967136133,387.9999999999999,1.0007213921395295,-80.43670475884814
77,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
78,C,[ -0.8943662 508.5      ],[  1.00017906 -81.92888482],[ 31 480 246 288],[561 480 369 288],-0.8943661971830985,508.5000000000001,1.0001790590355844,-81.92888481512206
79,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
80,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
81,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
82,C,[ -1.0004906 558.9565636],[ 0.87754304 -8.25      ],[ 78 480 270 288],[556 480 337 288],-1.0004905982000187,558.9565635961609,0.8775430359937402,-8.250000000000057
83,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
84,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
85,C,[ -0.85016556 499.5       ],[  0.99688286 -84.61959349],[ 22 480 248 288],[566 480 373 288],-0.8501655629139073,499.5,0.9968828625539871,-84.61959349362003
86,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
87,C,[ -0.85016556 499.5       ],[  0.99797495 -83.56820886],[ 22 480 248 288],[564 480 372 288],-0.8501655629139073,499.5,0.9979749454499672,-83.5682088642561
88,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
89,C,[ -1.00048323 556.78827442],[  1. -12.],[ 76 480 268 288],[491 480 299 288],-1.0004832297373292,556.7882744240858,0.9999999999999999,-11.999999999999915
90,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
91,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
92,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
93,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
94,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
95,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
96,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
97,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
98,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
99,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
100,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
101,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
102,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
103,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
104,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
105,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
106,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
107,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
108,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
109,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
110,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
111,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
112,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
113,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
114,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
115,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
116,C,[ -1.00007186 559.56035947],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0000718580140535,559.5603594739075,0.8775430359937402,-8.250000000000057
117,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
118,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
119,C,[ -0.85016556 499.5       ],[  0.99691518 -83.7531551 ],[ 22 480 248 288],[565 480 372 288],-0.8501655629139073,499.5,0.9969151779447994,-83.7531551014867
120,C,[ -1.00012578 556.06185994],[  1. -12.],[ 76 480 268 288],[491 480 299 288],-1.0001257837037947,556.0618599355014,0.9999999999999999,-11.999999999999915
121,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
122,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
123,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
124,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
125,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
126,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
127,C,[ -1.00049567 559.55046388],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0004956727390013,559.5504638773439,0.8775430359937402,-8.250000000000057
128,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
129,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
130,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
131,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
132,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
133,C,[ -1.00056552 557.05628948],[  1. -12.],[ 77 480 268 288],[491 480 299 288],-1.0005655212218936,557.0562894812745,0.9999999999999999,-11.999999999999915
134,C,[ -1.00048323 556.78827442],[  1. -12.],[ 76 480 268 288],[491 480 299 288],-1.0004832297373292,556.7882744240858,0.9999999999999999,-11.999999999999915
135,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
136,C,[ -1.00049567 559.55046388],[ 0.87754304 -8.25      ],[ 79 480 271 288],[556 480 337 288],-1.0004956727390013,559.5504638773439,0.8775430359937402,-8.250000000000057
137,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
138,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
139,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
140,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
141,C,[ -1.00135386 558.08601977],[ 0.87754304 -8.25      ],[ 77 480 269 288],[556 480 337 288],-1.001353863420264,558.0860197720989,0.8775430359937402,-8.250000000000057
142,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
143,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
144,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
145,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
146,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
147,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
148,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
149,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
150,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
