,direction,leftFitAverage,rightFitAverage,leftLine,rigthLine,slopeLeft,interceptLeft,slopeRight,interceptRight
0,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
1,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
2,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
3,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
4,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
5,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
6,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
7,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
8,C,[ -1. 576.],[  1.00047451 -78.68927887],[ 95 480 287 288],[558 480 366 288],-1.0000000000000002,576.0,1.0004745067096583,-78.68927886648247
9,C,[ -0.86506344 534.57775039],[  0.72783385 169.00883996],[ 63 480 285 288],[427 480 163 288],-0.865063438097495,534.577750388525,0.7278338465659571,169.00883995998186
10,C,[ -0.57746479 379.        ],[  1.00062538 -83.19200402],[-174  480  157  288],[562 480 370 288],-0.5774647887323945,379.0,1.000625383798023,-83.19200401947684
11,C,[-1.58730159e-02  2.64492063e+02],[1.75324675e-01 2.39538961e+02],[-13576    480  -1481    288],[1371  480  276  288],-0.01587301587301588,264.49206349206344,0.1753246753246753,239.53896103896102
12,C,[ -0.47688753 366.5       ],[  0.99583077 -84.09207756],[-238  480  164  288],[566 480 373 288],-0.47688753063454103,366.4999999999999,0.9958307733108479,-84.09207755938891
13,C,[  -3.80185423 1415.30076979],[  0.51412225 193.98247779],[246 480 296 288],[556 480 182 288],-3.8018542277614693,1415.3007697947144,0.5141222491252512,193.98247778907248
14,C,[  -3.1008868  1992.84496723],[ 0.68039019 25.26608817],[487 480 549 288],[668 480 386 288],-3.1008868029005554,1992.8449672279887,0.6803901912463668,25.266088170624894
15,C,[ -1.00259986 557.36244879],[  1. -78.],[ 77 480 268 288],[558 480 366 288],-1.0025998587627054,557.3624487850096,0.9999999999999998,-77.99999999999997
16,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
17,C,[ -1.00010655 554.7717285 ],[  0.84373562 -50.25      ],[ 74 480 266 288],[628 480 400 288],-1.000106554503631,554.7717284996555,0.8437356163122527,-50.25000000000003
18,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
19,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
20,C,[ -1.07394187 624.7468002 ],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.0739418693670224,624.7468002023662,0.5276270064219597,60.69918126203188
21,C,[ -0.57613815 367.        ],[  1.01468091 -77.94312809],[-196  480  137  288],[549 480 360 288],-0.5761381475667189,366.9999999999999,1.0146809147049733,-77.94312809160056
22,C,[ -0.75318471 473.        ],[  1.00074658 -79.34863882],[ -9 480 245 288],[558 480 367 288],-0.7531847133757962,472.99999999999994,1.0007465783734324,-79.34863882017775
23,C,[ -0.60096931 372.        ],[  0.99909299 -76.6083515 ],[-179  480  139  288],[557 480 364 288],-0.6009693053311792,371.99999999999994,0.9990929900068055,-76.60835150273134
24,C,[ -0.71361502 449.        ],[  0.99874835 -78.33771517],[-43 480 225 288],[559 480 366 288],-0.7136150234741784,448.99999999999983,0.9987483549185348,-78.33771517281093
25,C,[ -1.  528.5],[  0.9977867  -82.58220103],[ 48 480 240 288],[563 480 371 288],-1.0,528.5,0.9977867041061154,-82.58220102633095
26,C,[ -1.00073537 558.16665752],[  1. -30.],[ 78 480 269 288],[510 480 318 288],-1.0007353659769878,558.1666575183935,0.9999999999999999,-30.000000000000025
27,C,[ -1.00039861 559.46580018],[ 1. -8.],[ 79 480 271 288],[487 480 296 288],-1.0003986098301123,559.4658001843188,1.0000000000000002,-8.000000000000057
28,C,[ -1. 501.],[  0.99985    -80.18424797],[ 21 480 213 288],[560 480 368 288],-0.9999999999999999,501.0,0.9998499962380489,-80.18424797261852
29,C,[ -1. 558.],[  1.04322875 -84.5825558 ],[ 77 480 269 288],[541 480 357 288],-0.9999999999999999,557.9999999999999,1.0432287476651487,-84.58255579549618
30,C,[ -0.99865905 562.0866871 ],[0.8372457 8.5      ],[ 82 480 274 288],[563 480 333 288],-0.9986590530760696,562.0866871005767,0.8372456964006261,8.499999999999936
