,direction,leftFitAverage,rightFitAverage,leftLine,rigthLine,slopeLeft,interceptLeft,slopeRight,interceptRight
0,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
1,C,[ -0.81269841 509.81428571],[  0.9994671  -81.47036213],[ 36 480 272 288],[561 480 369 288],-0.8126984126984129,509.8142857142857,0.9994671024668642,-81.47036212823207
2,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
3,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
4,C,[ -1.   611.25],[  1.00026744 -79.30083034],[131 480 323 288],[559 480 367 288],-0.9999999999999998,611.2499999999998,1.0002674401797813,-79.30083033704872
5,C,[ -1. 588.],[  0.99984314 -82.04352684],[108 480 300 288],[562 480 370 288],-1.0,588.0,0.9998431411321285,-82.04352684465384
6,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
7,C,[ -0.4342723 334.5      ],[  0.99970697 -79.43059686],[-335  480  107  288],[559 480 367 288],-0.43427230046948356,334.49999999999994,0.9997069654426675,-79.43059686023743
8,C,[ -1. 496.],[  1.00000951 -81.42868855],[ 15 480 207 288],[561 480 369 288],-0.9999999999999998,495.9999999999999,1.000009513878157,-81.4286885533771
9,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
10,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
11,C,[ -1.00001427 560.64311946],[  0.85 -38.  ],[ 80 480 272 288],[609 480 383 288],-1.0000142724038807,560.643119463389,0.8500000000000001,-38.000000000000085
12,C,[ -0.99989753 559.55880091],[  1.  -43.4],[ 79 480 271 288],[523 480 331 288],-0.9998975280036638,559.5588009122281,1.0,-43.399999999999935
13,C,[ -1.07379618 624.69060959],[ 0.52762701 60.69918126],[134 480 313 288],[794 480 430 288],-1.073796181939796,624.690609585249,0.5276270064219597,60.69918126203186
